	word	occurences
2785	War	33
2786	stock-market	33
2787	expanding	33
2788	Chancellor	33
2789	King	33
2790	Ortega	33
2791	sterling	33
2792	inventories	33
2793	aware	33
2794	kill	33
2795	records	33
2796	1983	33
2797	Rally	33
2798	hear	33
2799	merchandise	33
2800	Housing	33
2801	statements	33
2802	cautious	33
2803	payable	33
2804	Force	33
2805	bringing	33
2806	Compaq	33
2807	ANC	33
2808	rivals	33
2809	corporation	33
2810	Citicorp	33
2811	reinsurance	32
2812	54	32
2813	disappointing	32
2814	Gas	32
2815	subsidiaries	32
2816	Workers	32
2817	radio	32
2818	changing	32
2819	son	32
2820	narrow	32
2821	Coast	32
2822	Mac	32
2823	Rockefeller	32
2824	branches	32
2825	retain	32
2826	expense	32
2827	dead	32
2828	fashion	32
2829	husband	32
2830	66	32
2831	three-month	32
2832	voting	32
2833	1.4	32
2834	vs.	32
2835	match	32
2836	closer	32
2837	Icahn	32
2838	shot	32
2839	formal	32
2840	Stearns	32
2841	troubles	32
2842	Public	32
2843	desire	32
2844	one-third	32
2845	York-based	32
2846	Cleveland	32
2847	How	32
2848	fast	32
2849	Las	32
2850	violations	32
2851	attack	32
2852	2009	32
2853	50,000	32
2854	airlines	32
2855	Donaldson	32
2856	Panama	32
2857	considerable	32
2858	1999	32
2859	Edison	32
2860	El	32
2861	convicted	32
2862	art	32
2863	supposed	32
2864	complained	32
2865	Estate	32
2866	Walter	32
2867	theory	32
2868	fresh	32
2869	fit	32
2870	surprising	32
2871	harder	32
2872	cooperation	32
2873	constitutional	32
2874	350	32
2875	hearings	32
2876	Pittsburgh	32
2877	handling	32
2878	Nikkei	32
2879	connection	32
2880	behalf	31
2881	Bankers	31
2882	cosmetics	31
2883	causing	31
2884	Care	31
2885	quick	31
2886	opportunities	31
2887	Money	31
2888	Du	31
2889	represented	31
2890	Rey	31
2891	Before	31
2892	quiet	31
2893	Brazil	31
2894	Daiwa	31
2895	billions	31
2896	targets	31
2897	schedule	31
2898	Section	31
2899	educational	31
2900	agent	31
2901	Messrs.	31
2902	unable	31
2903	Gonzalez	31
2904	English	31
2905	prompted	31
2906	appointed	31
2907	districts	31
2908	Green	31
2909	asset-backed	31
2910	blame	31
2911	trip	31
2912	carrying	31
2913	Or	31
2914	lawsuit	31
2915	program-trading	31
2916	places	31
2917	Perhaps	31
2918	sudden	31
2919	begins	31
2920	shall	31
2921	square	31
2922	maximum	31
2923	Davis	31
2924	faced	31
2925	800	31
2926	Pont	31
2927	8.50	31
2928	ministry	31
2929	resume	31
2930	trends	31
2931	profitability	31
2932	soft	31
2933	maintenance	31
2934	counsel	31
2935	incentives	31
2936	Arthur	31
2937	Freddie	31
2938	Allianz	31
2939	halt	31
2940	procedures	31
2941	successor	31
2942	bailout	31
2943	exclusive	30
2944	bureau	30
2945	Baltimore	30
2946	requiring	30
2947	church	30
2948	enter	30
2949	Mobil	30
2950	machinists	30
2951	bulk	30
2952	sell-off	30
2953	buy-back	30
2954	tobacco	30
2955	sluggish	30
2956	57	30
2957	democracy	30
2958	disk	30
2959	stories	30
2960	delayed	30
2961	compete	30
2962	sellers	30
2963	genetic	30
2964	flights	30
2965	announce	30
2966	purpose	30
2967	hospital	30
2968	dealing	30
2969	reputation	30
2970	contributions	30
2971	linked	30
2972	39	30
2973	aide	30
2974	wholesale	30
2975	planners	30
2976	strongly	30
2977	delays	30
2978	variety	30
2979	expire	30
2980	recapitalization	30
2981	poll	30
2982	gap	30
2983	Pilson	30
2984	becomes	30
2985	2.3	30
2986	Says	30
2987	ranging	30
2988	minor	30
2989	exactly	30
2990	tumbled	30
2991	priority	30
2992	stable	30
2993	advice	30
2994	applications	30
2995	B	30
2996	fighting	30
2997	rich	30
2998	Taiwan	30
2999	wonder	30
3000	Lufkin	30
3001	Westinghouse	30
3002	psyllium	30
3003	supported	30
3004	Economic	30
3005	engine	30
3006	indicates	30
3007	engaged	30
3008	numerous	30
3009	statistics	30
3010	Akzo	30
3011	premiums	30
3012	arrangement	30
3013	registered	30
3014	Noriega	30
3015	send	30
3016	merely	30
3017	Calif	30
3018	brain	30
3019	doubled	30
3020	Airways	30
3021	conducted	30
3022	surprise	30
3023	mayor	30
3024	claimed	30
3025	hired	30
3026	teams	30
3027	efficient	29
3028	Nicaragua	29
3029	defend	29
3030	Northeast	29
3031	argument	29
3032	Coors	29
3033	defensive	29
3034	apparent	29
3035	ideas	29
3036	Toyota	29
3037	750	29
3038	Acquisition	29
3039	machinery	29
3040	weaker	29
3041	consensus	29
3042	Waertsilae	29
3043	occurred	29
3044	9\/16	29
3045	farm	29
3046	Beach	29
3047	Next	29
3048	63	29
3049	explain	29
3050	demands	29
3051	candidate	29
3052	concept	29
3053	fair	29
3054	industrials	29
3055	goals	29
3056	Class	29
3057	football	29
3058	600	29
3059	Without	29
3060	1974	29
3061	experiments	29
3062	Royal	29
3063	watching	29
3064	WCRS	29
3065	employers	29
3066	chains	29
3067	plenty	29
3068	47	29
3069	standing	29
3070	principle	29
3071	Containers	29
3072	seat	29
3073	somewhat	29
3074	1979	29
3075	telling	29
3076	Her	29
3077	achieved	29
3078	prison	29
3079	table	29
3080	tentatively	29
3081	covering	29
3082	accounted	29
3083	Marshall	29
3084	convert	29
3085	slid	29
3086	turmoil	29
3087	message	29
3088	license	29
3089	deaths	29
3090	involve	29
3091	Prudential-Bache	29
3092	answers	29
3093	a.m.	29
3094	poison	29
3095	Latin	29
3096	Maybe	29
3097	supporters	29
3098	commissions	29
3099	broader	29
3100	Mich.	29
3101	Webster	29
3102	cycle	29
3103	subsidies	29
3104	sensitive	29
3105	Foods	29
3106	Detroit	29
3107	organizations	29
3108	3.1	29
3109	credits	29
3110	divisions	29
3111	downward	29
3112	Phoenix	29
3113	Major	29
3114	complaints	29
3115	revenues	29
3116	sufficient	29
3117	Asian	29
3118	promotion	29
3119	retired	29
3120	shipments	29
3121	aerospace	29
3122	street	29
3123	ship	29
3124	maybe	29
3125	Malcolm	29
3126	departure	28
3127	crucial	28
3128	imported	28
3129	totaling	28
3130	McDonald	28
3131	beat	28
3132	acts	28
3133	Honecker	28
3134	per-share	28
3135	Vegas	28
3136	friends	28
3137	Giuliani	28
3138	handful	28
3139	Golden	28
3140	confident	28
3141	rapid	28
3142	Thomson	28
3143	regarding	28
3144	Dean	28
3145	enforcement	28
3146	packaging	28
3147	spirits	28
3148	teachers	28
3149	forms	28
3150	Mary	28
3151	location	28
3152	Prices	28
3153	wave	28
3154	operators	28
3155	1.25	28
3156	basket	28
3157	Pinkerton	28
3158	sheet	28
3159	Stocks	28
3160	catch	28
3161	meant	28
3162	responded	28
3163	speech	28
3164	Viacom	28
3165	suffer	28
3166	56	28
3167	papers	28
3168	Bankruptcy	28
3169	five-year	28
3170	guaranteed	28
3171	delivered	28
3172	dealings	28
3173	arm	28
3174	eager	28
3175	Corporate	28
3176	Brands	28
3177	favorable	28
3178	afford	28
3179	competing	28
3180	father	28
3181	blue-chip	28
3182	Hahn	28
3183	eased	28
3184	manage	28
3185	Fees	28
3186	secured	28
3187	checks	28
3188	syndicate	28
3189	pill	28
3190	expanded	28
3191	mainframe	28
3192	renewed	28
3193	purposes	28
3194	99	28
3195	charging	28
3196	editorial	28
3197	Michigan	28
3198	body	28
3199	dealer	28
3200	Fla.	28
3201	Jim	28
3202	subcommittee	28
3203	130	28
3204	AIDS	28
3205	brief	28
3206	loyalty	28
3207	Gov.	28
3208	Government	28
3209	mergers	28
3210	killed	28
3211	Connecticut	28
3212	D.C.	28
3213	generate	28
3214	edition	27
3215	population	27
3216	address	27
3217	title	27
3218	writer	27
3219	discussing	27
3220	abandoned	27
3221	succeeded	27
3222	assembly	27
3223	calculated	27
3224	Harris	27
3225	Turner	27
3226	bridge	27
3227	hardly	27
3228	permanent	27
3229	stood	27
3230	distributed	27
3231	owed	27
3232	onto	27
3233	host	27
3234	earn	27
3235	labor-management	27
3236	Henry	27
3237	draw	27
3238	pulp	27
3239	experienced	27
3240	Democrat	27
3241	Scott	27
3242	dramatic	27
3243	Ill.	27
3244	Hanover	27
3245	projections	27
3246	holder	27
3247	72	27
3248	duties	27
3249	legislative	27
3250	Third	27
3251	swap	27
3252	rape	27
3253	140	27
3254	remarks	27
3255	pressures	27
3256	Profit	27
3257	Products	27
3258	copy	27
3259	friend	27
3260	shut	27
3261	mother	27
3262	solid	27
3263	intent	27
3264	governor	27
3265	fans	27
3266	respond	27
3267	52	27
3268	fly	27
3269	Boren	27
3270	mature	27
3271	shop	27
3272	deposit	27
3273	turnover	27
3274	participation	27
3275	weapons	27
3276	signal	27
3277	backing	27
3278	creative	27
3279	credibility	27
3280	scale	27
3281	underwriter	27
3282	MGM	27
3283	looked	27
3284	networks	27
3285	detailed	27
3286	identify	27
3287	fellow	27
3288	merchant	27
3289	Berlin	27
3290	4.6	27
3291	combination	27
3292	Nomura	27
3293	Marine	27
3294	planes	26
3295	attitude	26
3296	lies	26
3297	AMR	26
3298	glass	26
3299	plastics	26
3300	indicators	26
3301	2,000	26
3302	productivity	26
3303	recover	26
3304	repair	26
3305	peace	26
3306	shortly	26
3307	essentially	26
3308	95	26
3309	sued	26
3310	Conner	26
3311	Carnival	26
3312	emphasis	26
3313	expert	26
3314	round	26
3315	electric	26
3316	eggs	26
3317	restaurants	26
3318	Equipment	26
3319	Texaco	26
3320	participate	26
3321	Barney	26
3322	link	26
3323	intense	26
3324	Cathay	26
3325	anybody	26
3326	second-largest	26
3327	counter	26
3328	Hall	26
3329	hoped	26
3330	obvious	26
3331	recommended	26
3332	Sterling	26
3333	recalls	26
3334	criticized	26
3335	Courter	26
3336	Midwest	26
3337	buy-outs	26
3338	findings	26
3339	concrete	26
3340	assumption	26
3341	whites	26
3342	stress	26
3343	reasonable	26
3344	asbestos	26
3345	broken	26
3346	Much	26
3347	university	26
3348	GNP	26
3349	attempting	26
3350	controlling	26
3351	India	26
3352	marketplace	26
3353	Marcos	26
3354	difficulties	26
3355	hot	26
3356	acknowledged	26
3357	indicating	26
3358	Trading	26
3359	risen	26
3360	divided	26
3361	Trelleborg	26
3362	viewed	26
3363	Merc	26
3364	Maynard	26
3365	grand	26
3366	fired	26
3367	Wells	26
3368	resistance	26
3369	happens	26
3370	controversy	26
3371	regulation	26
3372	Farmers	26
3373	Is	26
3374	Iowa	26
3375	cards	26
3376	bet	26
3377	Do	26
3378	ticket	26
3379	pounds	26
3380	selected	26
3381	G.	26
3382	P.	26
3383	younger	26
3384	Jenrette	26
3385	broke	26
3386	poverty	26
3387	1.9	26
3388	borrowing	26
3389	Carl	26
3390	caution	26
3391	vary	26
3392	rare	26
3393	starts	26
3394	effectively	26
3395	FBI	26
3396	guy	26
3397	wine	26
3398	filings	26
3399	causes	26
3400	Company	26
3401	requested	26
3402	Cohen	26
3403	Christopher	26
3404	seeing	26
3405	Neither	26
3406	audit	25
3407	applied	25
3408	three-year	25
3409	cheaper	25
3410	rebound	25
3411	slump	25
3412	Remic	25
3413	maintained	25
3414	monitor	25
3415	guide	25
3416	officers	25
3417	thinking	25
3418	metal	25
3419	features	25
3420	3.7	25
3421	125	25
3422	Cross	25
3423	debts	25
3424	permission	25
3425	Telegraph	25
3426	PS	25
3427	outcome	25
3428	Pa.	25
3429	900	25
3430	Quebecor	25
3431	8.5	25
3432	replaced	25
3433	revive	25
3434	7\/16	25
3435	Little	25
3436	Social	25
3437	2.6	25
3438	burden	25
3439	storage	25
3440	S&L	25
3441	Bethlehem	25
3442	potentially	25
3443	53	25
3444	retailer	25
3445	Composite	25
3446	organized	25
3447	consideration	25
3448	cheap	25
3449	Black	25
3450	MCI	25
3451	cellular	25
3452	lire	25
3453	relative	25
3454	printing	25
3455	waste	25
3456	conduct	25
3457	fill	25
3458	load	25
3459	2.7	25
3460	copies	25
3461	2.4	25
3462	Eagle	25
3463	helps	25
3464	aggressively	25
3465	developers	25
3466	handled	25
3467	driving	25
3468	Mayor	25
3469	Sciences	25
3470	African	25
3471	ships	25
3472	Dutch	25
3473	capped	25
3474	category	25
3475	Commonwealth	25
3476	Constitution	25
3477	appropriate	25
3478	Minneapolis	25
3479	originally	25
3480	farmer	25
3481	Paramount	25
3482	occur	25
3483	Simmons	25
3484	blamed	25
3485	restore	25
3486	concentrate	25
3487	Bloomingdale	25
3488	bolster	25
3489	attracted	25
3490	Old	25
3491	screen	25
3492	Organization	25
3493	disclosure	25
3494	tone	25
3495	110	25
3496	fixed-rate	25
3497	milk	25
3498	mainframes	25
3499	tools	25
3500	2.8	25
3501	definitive	25
3502	Kellogg	25
3503	Rica	25
3504	61	25
3505	Korean	25
3506	pollution	25
3507	gasoline	24
3508	Mercantile	24
3509	donations	24
3510	Appropriations	24
3511	victory	24
3512	1995	24
3513	succeeding	24
3514	compares	24
3515	Tax	24
3516	3.8	24
3517	video	24
3518	Miami	24
3519	theme	24
3520	imposed	24
3521	joining	24
3522	otherwise	24
3523	Gen.	24
3524	unfair	24
3525	credit-card	24
3526	shops	24
3527	semiconductor	24
3528	resort	24
3529	merge	24
3530	hire	24
3531	raises	24
3532	Polish	24
3533	resolution	24
3534	financier	24
3535	20,000	24
3536	comparison	24
3537	legislators	24
3538	boards	24
3539	Fox	24
3540	freedom	24
3541	council	24
3542	fail	24
3543	penalty	24
3544	apple	24
3545	foreign-exchange	24
3546	specified	24
3547	WPP	24
3548	fined	24
3549	golden	24
3550	lists	24
3551	canceled	24
3552	interesting	24
3553	prefer	24
3554	Rothschild	24
3555	anticipation	24
3556	disappointed	24
3557	64	24
3558	allegedly	24
3559	reductions	24
3560	Second	24
3561	missing	24
3562	overhaul	24
3563	northern	24
3564	attached	24
3565	200,000	24
3566	appreciation	24
3567	3.9	24
3568	Unisys	24
3569	veteran	24
3570	developer	24
3571	59	24
3572	Italian	24
3573	3.3	24
3574	novel	24
3575	6.9	24
3576	Saab	24
3577	speculators	24
3578	penalties	24
3579	attempts	24
3580	nationwide	24
3581	somebody	24
3582	Kennedy	24
3583	gyrations	24
3584	contractor	24
3585	decades	24
3586	optimistic	24
3587	bar	24
3588	Who	24
3589	entirely	24
3590	structural	24
3591	Zealand	24
3592	produces	24
3593	writing	24
3594	Philippines	24
3595	winning	24
3596	argues	24
3597	unions	24
3598	rescue	24
3599	completely	24
3600	reset	24
3601	sustained	24
3602	assuming	24
3603	Warren	24
3604	permit	24
3605	walls	24
3606	discipline	24
3607	busy	24
3608	abortions	24
3609	asks	24
3610	Urban	24
3611	character	24
3612	Society	24
3613	remove	24
3614	700	24
3615	promote	24
3616	approximately	24
3617	exist	24
3618	permitted	24
3619	straight	24
3620	Pictures	24
3621	happy	23
3622	seriously	23
3623	correct	23
3624	surplus	23
3625	acres	23
3626	partial	23
3627	Code	23
3628	sentiment	23
3629	Besides	23
3630	urging	23
3631	Nevertheless	23
3632	considerably	23
3633	foreigners	23
3634	Tiger	23
3635	Newport	23
3636	tells	23
3637	sanctions	23
3638	450	23
3639	high-risk	23
3640	zero-coupon	23
3641	bidders	23
3642	overnight	23
3643	proved	23
3644	urban	23
3645	consequences	23
3646	consent	23
3647	4.7	23
3648	indication	23
3649	indictment	23
3650	aside	23
3651	bloc	23
3652	initiative	23
3653	surveyed	23
3654	testing	23
3655	complain	23
3656	Far	23
3657	economies	23
3658	academic	23
3659	seed	23
3660	modestly	23
3661	Environmental	23
3662	middle	23
3663	Four	23
3664	outlets	23
3665	Evans	23
3666	contend	23
3667	71	23
3668	knew	23
3669	scores	23
3670	5.5	23
3671	classes	23
3672	3.6	23
3673	projected	23
3674	deadline	23
3675	cell	23
3676	Law	23
3677	deny	23
3678	struggling	23
3679	Jeffrey	23
3680	fee	23
3681	leverage	23
3682	cigarettes	23
3683	1990s	23
3684	raw	23
3685	stated	23
3686	greatly	23
3687	Spielvogel	23
3688	failing	23
3689	love	23
3690	barriers	23
3691	Howard	23
3692	totally	23
3693	receiving	23
3694	RICO	23
3695	start-up	23
3696	citizens	23
3697	Companies	23
3698	tight	23
3699	choose	23
3700	necessarily	23
3701	Roy	23
3702	businessmen	23
3703	ton	23
3704	Harvard	23
3705	predicting	23
3706	presented	23
3707	presidential	23
3708	inventory	23
3709	reluctant	23
3710	neighborhood	23
3711	famous	23
3712	warrant	23
3713	transferred	23
3714	associates	23
3715	lift	23
3716	Roger	23
3717	timing	23
3718	display	23
3719	streets	23
3720	wages	23
3721	Within	23
3722	wild	23
3723	ride	23
3724	experiment	23
3725	curb	23
3726	Lewis	23
3727	difficulty	23
3728	apart	23
3729	noting	23
3730	everybody	23
3731	leaves	23
3732	CIA	23
3733	Gary	23
3734	Wright	23
3735	aspects	23
3736	brewing	23
3737	financially	23
3738	Sam	23
3739	club	23
3740	pattern	23
3741	stability	23
3742	squeeze	23
3743	learn	23
3744	retire	23
3745	Malaysia	23
3746	fundamental	23
3747	Vietnam	23
3748	oppose	23
3749	hits	23
3750	Budget	23
3751	allies	23
3752	rallied	23
3753	30-day	23
3754	doctors	23
3755	exceeded	23
3756	author	23
3757	adjustments	23
3758	Giants	23
3759	allows	23
3760	institution	23
3761	Germans	23
3762	quotations	23
3763	authorized	23
3764	graphics	23
3765	Delaware	23
3766	refinery	23
3767	cleared	23
3768	stakes	23
3769	breaking	23
3770	68	23
3771	obtained	22
3772	1972	22
3773	37.5	22
3774	Information	22
3775	stem	22
3776	device	22
3777	southern	22
3778	biotechnology	22
3779	referring	22
3780	bases	22
3781	programming	22
3782	taxable	22
3783	state-owned	22
3784	attended	22
3785	consistently	22
3786	cast	22
3787	departments	22
3788	peak	22
3789	scene	22
3790	casino	22
3791	recovered	22
3792	scheme	22
3793	Imperial	22
3794	promises	22
3795	boosting	22
3796	charities	22
3797	HealthVest	22
3798	circulation	22
3799	Radio	22
3800	sweeping	22
3801	complaint	22
3802	Missouri	22
3803	EST	22
3804	Technologies	22
3805	segments	22
3806	doctor	22
3807	resolved	22
3808	converted	22
3809	Milton	22
3810	master	22
3811	respondents	22
3812	Steven	22
3813	durable	22
3814	Program	22
3815	Stone	22
3816	crimes	22
3817	Florio	22
3818	powers	22
3819	Vice	22
3820	TW	22
3821	Marina	22
3822	downtown	22
3823	color	22
3824	shape	22
3825	borrowed	22
3826	dropping	22
3827	bankruptcy-law	22
3828	circuit	22
3829	studying	22
3830	barely	22
3831	deep	22
3832	Hastings	22
3833	Williams	22
3834	discussed	22
3835	search	22
3836	seasonally	22
3837	disease	22
3838	Va.	22
3839	slower	22
3840	negotiated	22
3841	realized	22
3842	replacement	22
3843	Executive	22
3844	Tennessee	22
3845	abuse	22
3846	Moon	22
3847	readers	22
3848	Lane	22
3849	sectors	22
3850	award	22
3851	pays	22
3852	FDA	22
3853	Lebanon	22
3854	102	22
3855	complicated	22
3856	sit	22
3857	blow	22
3858	Spiegel	22
3859	associate	22
3860	prospect	22
3861	founded	22
3862	Colorado	22
3863	97	22
3864	Bally	22
3865	testimony	22
3866	Bonds	22
3867	activists	22
3868	Authority	22
3869	weather	22
3870	freight	22
3871	2.1	22
3872	plea	22
3873	plays	22
3874	visitors	22
3875	funded	22
3876	flexibility	22
3877	unveiled	22
3878	flag	22
3879	factories	22
3880	toll	22
3881	terrorism	22
3882	67	22
3883	flying	22
3884	importance	22
3885	hoping	22
3886	focused	22
3887	4.2	22
3888	weight	22
3889	violation	22
3890	vast	22
3891	involvement	22
3892	wall	22
3893	favorite	22
3894	73	22
3895	wish	22
3896	Bartlett	22
3897	window	22
3898	intelligence	22
3899	Capitol	22
3900	forward	22
3901	BankAmerica	22
3902	acting	22
3903	apparel	22
3904	restructure	21
3905	Jacobson	21
3906	blue	21
3907	Army	21
3908	lots	21
3909	cleanup	21
3910	admits	21
3911	greatest	21
3912	89	21
3913	advocates	21
3914	Ariz.	21
3915	admitted	21
3916	submitted	21
3917	cap	21
3918	contained	21
3919	eligible	21
3920	Goodson	21
3921	eyes	21
3922	retained	21
3923	plummeted	21
3924	Currently	21
3925	Tandy	21
3926	takeovers	21
3927	secret	21
3928	structures	21
3929	Interest	21
3930	CFCs	21
3931	Samuel	21
3932	stuff	21
3933	spinoff	21
3934	fleet	21
3935	struck	21
3936	NASA	21
3937	USA	21
3938	Block	21
3939	well-known	21
3940	forcing	21
3941	racketeering	21
3942	Katz	21
3943	degree	21
3944	feeling	21
3945	Kemper	21
3946	sitting	21
3947	Fiat	21
3948	Fidelity	21
3949	Small	21
3950	fare	21
3951	Fuji	21
3952	duty	21
3953	Lawyers	21
3954	manages	21
3955	sand	21
3956	concedes	21
3957	rural	21
3958	Carpenter	21
3959	slowly	21
3960	broadcast	21
3961	slowed	21
3962	winter	21
3963	Part	21
3964	risky	21
3965	Limited	21
3966	Shell	21
3967	Lone	21
3968	Witter	21
3969	Avenue	21
3970	fueled	21
3971	5.3	21
3972	motion	21
3973	mill	21
3974	switch	21
3975	a.m	21
3976	gotten	21
3977	foot	21
3978	false	21
3979	park	21
3980	loyal	21
3981	edge	21
3982	Pemex	21
3983	south	21
3984	versions	21
3985	committees	21
3986	commodities	21
3987	Line	21
3988	ringers	21
3989	tower	21
3990	inquiry	21
3991	adequate	21
3992	discounting	21
3993	merged	21
3994	Russian	21
3995	assumed	21
3996	watched	21
3997	explains	21
3998	kids	21
3999	Cos.	21
4000	resolve	21
4001	insists	21
4002	tiny	21
4003	Real	21
4004	behavior	21
4005	approached	21
4006	protected	21
4007	Electronics	21
4008	nervous	21
4009	adjustable	21
4010	developments	21
4011	pieces	21
4012	III	21
4013	accident	21
4014	reportedly	21
4015	RATE	21
4016	Honda	21
4017	diluted	21
4018	newsletter	21
4019	investigating	21
4020	ends	21
4021	planner	21
4022	extensive	21
4023	nobody	21
4024	Already	21
4025	7.5	21
4026	covers	21
4027	bells	21
4028	counts	21
4029	Hospital	21
4030	plaintiffs	21
4031	pool	21
4032	technique	21
4033	Brussels	20
4034	Tom	20
4035	finds	20
4036	disasters	20
4037	money-market	20
4038	receipts	20
4039	improvements	20
4040	odds	20
4041	Feb.	20
4042	Rights	20
4043	banned	20
4044	Whitbread	20
4045	engineers	20
4046	chosen	20
4047	2.9	20
4048	Rather	20
4049	democratic	20
4050	comfortable	20
4051	typical	20
4052	lucrative	20
4053	hefty	20
4054	69	20
4055	Lilly	20
4056	monitoring	20
4057	Maryland	20
4058	economics	20
4059	1997	20
4060	Raymond	20
4061	expecting	20
4062	Commodity	20
4063	partnerships	20
4064	scenario	20
4065	encouraged	20
4066	PRIME	20
4067	lease	20
4068	agrees	20
4069	Amoco	20
4070	Kodak	20
4071	Delta	20
4072	treasurer	20
4073	treat	20
4074	dumped	20
4075	surrounding	20
4076	confirm	20
4077	rumored	20
4078	Lake	20
4079	Wedtech	20
4080	pleaded	20
4081	jurors	20
4082	sex	20
4083	Dennis	20
4084	pro	20
4085	professionals	20
4086	3,000	20
4087	Spanish	20
4088	performed	20
4089	LONDON	20
4090	integrated	20
4091	leads	20
4092	pro-choice	20
4093	appointment	20
4094	Finally	20
4095	Total	20
4096	Nigel	20
4097	officially	20
4098	charter	20
4099	compliance	20
4100	petroleum	20
4101	dangerous	20
4102	Nabisco	20
4103	affiliates	20
4104	GAF	20
4105	budgets	20
4106	upward	20
4107	170	20
4108	conglomerate	20
4109	League	20
4110	PAPER	20
4111	pleased	20
4112	stepped	20
4113	serving	20
4114	Sons	20
4115	rent	20
4116	survive	20
4117	whatever	20
4118	Exchequer	20
4119	viewers	20
4120	climate	20
4121	insisted	20
4122	Sansui	20
4123	analysis	20
4124	uncertain	20
4125	Press	20
4126	judgment	20
4127	Motorola	20
4128	liabilities	20
4129	restricted	20
4130	Unlike	20
4131	hardware	20
4132	Third-quarter	20
4133	egg	20
4134	Roberts	20
4135	fusion	20
4136	depressed	20
4137	referred	20
4138	RATES	20
4139	COMMERCIAL	20
4140	1976	20
4141	Posted	20
4142	secure	20
4143	MGM\/UA	20
4144	Saudi	20
4145	Island	20
4146	stadium	20
4147	Ronald	20
4148	contractors	20
4149	grants	20
4150	eliminated	20
4151	spill	20
4152	400,000	20
4153	MORTGAGE	20
4154	chamber	20
4155	relationships	20
4156	turnaround	20
4157	Estimated	20
4158	matching	20
4159	Jackson	20
4160	tourists	20
4161	collateral	20
4162	2019	20
4163	hundred	20
4164	injunction	20
4165	redemption	20
4166	measured	20
4167	hiring	20
4168	worries	20
4169	attacks	20
4170	Semel	20
4171	ordinary	20
4172	apartment	20
4173	Metropolitan	20
4174	hospitals	20
4175	Puerto	20
4176	respectively	20
4177	traditionally	20
4178	stance	20
4179	Seagram	20
4180	sending	20
4181	Trump	20
4182	efficiency	20
4183	generated	20
4184	league	19
4185	Resolution	19
4186	essential	19
4187	bearish	19
4188	225	19
4189	categories	19
4190	involves	19
4191	promotions	19
4192	HDTV	19
4193	LDP	19
4194	responsibilities	19
4195	lifted	19
4196	implications	19
4197	Proceeds	19
4198	excluding	19
4199	repeated	19
4200	supporting	19
4201	reaching	19
4202	longtime	19
4203	weakening	19
4204	reality	19
4205	strip	19
4206	Coleman	19
4207	precious	19
4208	strikes	19
4209	steep	19
4210	Rubicam	19
4211	ignoring	19
4212	treaty	19
4213	walk	19
4214	Deloitte	19
4215	licenses	19
4216	Franklin	19
4217	grant	19
4218	execution	19
4219	Foundation	19
4220	supplier	19
4221	failures	19
4222	prepare	19
4223	polls	19
4224	Attorney	19
4225	Comprehensive	19
4226	Utah	19
4227	located	19
4228	adjustment	19
4229	Chevron	19
4230	Circuit	19
4231	collection	19
4232	Rico	19
4233	Chief	19
4234	4.4	19
4235	exposed	19
4236	buys	19
4237	Healthcare	19
4238	discrimination	19
4239	recognize	19
4240	recognized	19
4241	DES	19
4242	train	19
4243	Gerald	19
4244	lend	19
4245	Senator	19
4246	Rated	19
4247	adopt	19
4248	Wolf	19
4249	Parliament	19
4250	introduction	19
4251	claiming	19
4252	Ralph	19
4253	spin	19
4254	Banks	19
4255	diversified	19
4256	nice	19
4257	valuable	19
4258	page	19
4259	rebels	19
4260	expenditures	19
4261	transport	19
4262	preparing	19
4263	sole	19
4264	Achenbaum	19
4265	Kenneth	19
4266	momentum	19
4267	Revco	19
4268	residential	19
4269	Any	19
4270	honor	19
4271	solutions	19
4272	tool	19
4273	charity	19
4274	facts	19
4275	Kansas	19
4276	plane	19
4277	reporter	19
4278	Agriculture	19
4279	incentive	19
4280	railroad	19
4281	electrical	19
4282	financed	19
4283	indications	19
4284	cumulative	19
4285	Sullivan	19
4286	racial	19
4287	installed	19
4288	Every	19
4289	easing	19
4290	Netherlands	19
4291	Beverly	19
4292	independence	19
4293	Warsaw	19
4294	informed	19
4295	Nicholas	19
4296	Stein	19
4297	employs	19
4298	Berkeley	19
4299	Buick	19
4300	Steve	19
4301	Merkur	19
4302	suspect	19
4303	Meredith	19
4304	Edwards	19
4305	pointed	19
4306	Mason	19
4307	Fireman	19
4308	Mass	19
4309	ministers	19
4310	Maidenform	19
4311	ounces	19
4312	meaning	19
4313	Turkey	19
4314	Equity	19
4315	conversion	19
4316	Dollar	19
4317	advised	19
4318	institute	19
4319	Louisville	19
4320	arguments	19
4321	truth	19
4322	shipyard	19
4323	contain	19
4324	contest	19
4325	print	19
4326	achieve	19
4327	angry	19
4328	picked	19
4329	emerging	19
4330	4.8	19
4331	elderly	19
4332	application	19
4333	killing	19
4334	conviction	19
4335	convinced	19
4336	unusually	19
4337	Mikhail	19
4338	Litigation	19
4339	entry	19
4340	conspiracy	19
4341	count	19
4342	focusing	19
4343	contribute	19
4344	mentioned	19
4345	aftermath	19
4346	averaged	19
4347	Brooklyn	19
4348	Earnings	19
4349	withdrawal	19
4350	Earth	19
4351	Dynamics	19
4352	0.3	19
4353	Mississippi	19
4354	eliminating	19
4355	shortage	19
4356	separately	19
4357	bench	19
4358	teacher	19
4359	prospective	19
4360	Statistics	19
4361	owning	18
4362	Upham	18
4363	communities	18
4364	Disney	18
